loss,accuracy,val_loss,val_accuracy,lr
2.9003214836120605,0.12154696136713028,2.453558921813965,0.12820513546466827,0.001
2.6258833408355713,0.12154696136713028,2.4370973110198975,0.07692307978868484,0.001
2.511397123336792,0.08287292718887329,2.409691095352173,0.10256410390138626,0.001
2.429446220397949,0.18232044577598572,2.394500494003296,0.10256410390138626,0.001
2.404181480407715,0.14917127788066864,2.4739346504211426,0.05128205195069313,0.001
2.223752975463867,0.19889502227306366,2.4051051139831543,0.07692307978868484,0.001
2.165529251098633,0.2707182466983795,2.3199267387390137,0.1794871836900711,0.001
2.1660683155059814,0.2209944725036621,2.2799346446990967,0.1794871836900711,0.001
2.0015289783477783,0.32596686482429504,2.11521053314209,0.3333333432674408,0.001
2.0444517135620117,0.2928176820278168,2.1717889308929443,0.20512820780277252,0.001
1.9142664670944214,0.36464089155197144,2.185716390609741,0.20512820780277252,0.001
1.818355679512024,0.2983425557613373,2.160919189453125,0.25641027092933655,0.001
1.8245189189910889,0.3535911738872528,2.234131336212158,0.3076923191547394,0.001
1.861912727355957,0.3093922734260559,2.15091872215271,0.41025641560554504,0.001
1.7739109992980957,0.33701658248901367,2.072946310043335,0.3333333432674408,0.0005
1.6229983568191528,0.4309392273426056,2.065884828567505,0.25641027092933655,0.0005
1.6712757349014282,0.41988950967788696,2.07873272895813,0.3076923191547394,0.0005
1.5636640787124634,0.4309392273426056,1.9966896772384644,0.3333333432674408,0.0005
1.59152090549469,0.4751381278038025,2.0268735885620117,0.3333333432674408,0.0005
1.4698240756988525,0.45856353640556335,2.0197439193725586,0.3589743673801422,0.0005
1.48729407787323,0.46408841013908386,2.0576984882354736,0.3333333432674408,0.0005
1.4028021097183228,0.4751381278038025,2.040139675140381,0.28205129504203796,0.0005
1.3585689067840576,0.5138121843338013,1.9666370153427124,0.38461539149284363,0.0005
1.3379690647125244,0.5248618721961975,1.96306312084198,0.3076923191547394,0.0005
1.3512496948242188,0.5027624368667603,1.8010512590408325,0.43589743971824646,0.0005
1.3359631299972534,0.5856353640556335,1.786881685256958,0.4615384638309479,0.0005
1.279198408126831,0.6187845468521118,1.815848708152771,0.3589743673801422,0.0005
1.2619845867156982,0.541436493396759,1.7602077722549438,0.4871794879436493,0.0005
1.244673252105713,0.591160237789154,1.824390172958374,0.38461539149284363,0.0005
1.1690154075622559,0.580110490322113,1.7360820770263672,0.43589743971824646,0.0005
0.9948437809944153,0.6408839821815491,1.6711243391036987,0.5128205418586731,0.0005
1.1573809385299683,0.5966851115226746,1.6414583921432495,0.4615384638309479,0.0005
1.1057852506637573,0.6408839821815491,1.5592468976974487,0.5384615659713745,0.0005
1.0183196067810059,0.6243094205856323,1.5412484407424927,0.5128205418586731,0.0005
1.090866208076477,0.6243094205856323,1.5342410802841187,0.5897436141967773,0.0005
0.9878280162811279,0.6408839821815491,1.5799541473388672,0.5897436141967773,0.0005
1.0925405025482178,0.6132596731185913,1.775754690170288,0.5641025900840759,0.0005
1.052569031715393,0.6574585437774658,1.5863478183746338,0.5641025900840759,0.0005
1.0220578908920288,0.6353591084480286,1.6133413314819336,0.5128205418586731,0.0005
0.9887334704399109,0.6519337296485901,1.6728839874267578,0.5128205418586731,0.0005
0.9266457557678223,0.6906077265739441,1.73021399974823,0.5897436141967773,0.00025
0.8561292886734009,0.7071823477745056,1.5643373727798462,0.5897436141967773,0.00025
0.9102140665054321,0.7182320356369019,1.5741881132125854,0.6153846383094788,0.00025
0.8020875453948975,0.7127071619033813,1.5432097911834717,0.5641025900840759,0.00025
0.7568931579589844,0.7513812184333801,1.6413543224334717,0.5897436141967773,0.00025
0.7662436366081238,0.7348066568374634,1.6218591928482056,0.5641025900840759,0.000125
0.8130918741226196,0.6906077265739441,1.575106143951416,0.5384615659713745,0.000125
