loss,accuracy,top3_accuracy,val_loss,val_accuracy,val_top3_accuracy,lr
2.3176891803741455,0.17311233282089233,0.4309392273426056,2.323665142059326,0.12820513546466827,0.4871794879436493,0.0003
2.120802164077759,0.23388582468032837,0.5635359287261963,2.102562427520752,0.1538461595773697,0.5641025900840759,0.0003
1.9501795768737793,0.27255985140800476,0.6482504606246948,1.9795156717300415,0.3076923191547394,0.5384615659713745,0.0003
1.6968072652816772,0.39042356610298157,0.7440147399902344,1.9494320154190063,0.3333333432674408,0.5897436141967773,0.0003
1.632407784461975,0.4327808618545532,0.7716390490531921,1.9129440784454346,0.23076923191547394,0.6153846383094788,0.0003
1.4598013162612915,0.47882136702537537,0.8084714412689209,1.9447968006134033,0.3333333432674408,0.6666666865348816,0.0003
1.4217947721481323,0.45856353640556335,0.8324125409126282,1.7246946096420288,0.3589743673801422,0.7179487347602844,0.0003
1.2787038087844849,0.5285451412200928,0.8710865378379822,1.9390860795974731,0.3076923191547394,0.692307710647583,0.0003
1.2422900199890137,0.5469613075256348,0.880294680595398,1.963269591331482,0.3076923191547394,0.6410256624221802,0.0003
1.031798243522644,0.6243094205856323,0.9079189896583557,1.770546793937683,0.43589743971824646,0.7692307829856873,0.0003
1.0173499584197998,0.6298342347145081,0.9079189896583557,1.8110387325286865,0.41025641560554504,0.7435897588729858,0.0003
0.917945384979248,0.6758747696876526,0.9465929865837097,1.8005197048187256,0.3589743673801422,0.7179487347602844,0.0003
0.8023682832717896,0.7274401187896729,0.9539594650268555,1.7982300519943237,0.4871794879436493,0.7948718070983887,0.00015
0.735782265663147,0.7587476968765259,0.9465929865837097,1.79826819896698,0.4871794879436493,0.7692307829856873,0.00015
0.7293336391448975,0.7661141753196716,0.959484338760376,1.7511107921600342,0.5384615659713745,0.7692307829856873,0.00015
0.682925283908844,0.7697974443435669,0.9613259434700012,1.6552072763442993,0.5641025900840759,0.7948718070983887,0.00015
0.6568394899368286,0.7808471322059631,0.968692421913147,1.7222900390625,0.5641025900840759,0.7948718070983887,0.00015
0.5897403359413147,0.7882136106491089,0.9742172956466675,1.9120004177093506,0.4871794879436493,0.7435897588729858,0.00015
0.5509727597236633,0.8324125409126282,0.9779005646705627,1.8453161716461182,0.5128205418586731,0.7948718070983887,0.00015
0.5112752318382263,0.8305708765983582,0.9779005646705627,1.7641202211380005,0.5128205418586731,0.7948718070983887,0.00015
0.5096293091773987,0.8416206240653992,0.9742172956466675,1.8230865001678467,0.5384615659713745,0.7692307829856873,0.00015
0.39291858673095703,0.8692449331283569,0.9871086478233337,1.8829541206359863,0.5384615659713745,0.7948718070983887,7.5e-05
0.4155253767967224,0.8655617237091064,0.9926335215568542,1.8017789125442505,0.5641025900840759,0.7692307829856873,7.5e-05
0.35037752985954285,0.8858194947242737,0.9926335215568542,1.8537442684173584,0.4871794879436493,0.8205128312110901,7.5e-05
0.3926698565483093,0.8784530162811279,0.9815837740898132,1.877508521080017,0.5641025900840759,0.7692307829856873,7.5e-05
0.3904823660850525,0.8747698068618774,0.9852670431137085,1.9093356132507324,0.5641025900840759,0.7692307829856873,7.5e-05
0.36577555537223816,0.8950276374816895,0.9926335215568542,1.7271877527236938,0.6153846383094788,0.7948718070983887,3.75e-05
0.33617839217185974,0.880294680595398,0.9926335215568542,1.8279452323913574,0.5897436141967773,0.8205128312110901,3.75e-05
0.3076530694961548,0.9079189896583557,0.9963167309761047,1.8213121891021729,0.5897436141967773,0.7692307829856873,3.75e-05
0.3280147314071655,0.8987108469009399,0.9852670431137085,1.8361575603485107,0.5897436141967773,0.7948718070983887,3.75e-05
0.3070748448371887,0.9023941159248352,0.9981583952903748,1.849251627922058,0.6153846383094788,0.8205128312110901,3.75e-05
